data;instytucja;fundusz;DATA_fundusz;typ_aktywa;emitent;isin;waluta;liczba_sztuk;wartosc_nominalna;wartosc_wg_ceny_nabycia;wartosc_wg_wyceny;udzial_proc_aktywa;termin_wykupu;rodzaj_oprocentowania;oprocentowanie;rodzaj_rynku;rynek;nazwa_instrumentu;typ_instrumentu;poziom_hierarchii;TYP_aktywo_std
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;DE0007030009;PLN;0;0;0;1070;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLSELVT00013;PLN;0;0;0;248;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;Salesforce.com Inc;US79466L3024;PLN;0;0;0;970;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;SANPL2;PLBZ00000044;PLN;0;0;0;1849;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLSCPFL00018;PLN;0;0;0;51;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLSLVCR00029;PLN;0;0;0;20;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;GB0009223206;PLN;0;0;0;26;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLSTLPD00017;PLN;0;0;0;15;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLTAURN00011;PLN;0;0;0;706;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLLVTSF00010;PLN;0;0;0;238;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;FR0000121329;PLN;0;0;0;440;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;US8725401090;PLN;0;0;0;787;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;PLTIM0000016;PLN;0;0;0;79;;;;;;;Akcje;;akcje
2023-12-31;TFI PZU S.A.;inPZU Puls Życia 2030;2030;Akcje;;DK0061539921;PLN;0;0;0;755;;;;;;;Akcje;;akcje
