quarter;instytucja;fundusz;emitent;shares_no;source
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;Vertiv Holdings Co.;4550,56612;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;Visa Inc.;334,7983975;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;Walmart Inc.;622,1927454;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;Waste Management Inc.;345,3950623;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;Wells Fargo & Co;4846,828471;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;Western Digital Corp.;6903,031397;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;Wheaton Precious Metals Corp.;3144,266608;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;XTB S.A.;77756,21206;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;Zabka Group SA;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2060;mBank S.A.;6697,907308;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;ASML Holding N.V.;84,14962882;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Advanced Micro Devices Inc.;226,5081566;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Agnico Eagle Mines Ltd;474,3139199;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Alior Bank S.A.;9776,421011;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Allegro.eu S.A.;20496,20405;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Allianz SE;116,1834928;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Alphabet Inc.;898,250802;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Amazon.com Inc.;334,3767764;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Apple Inc.;18,13003554;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Applied Materials Inc.;8,725458829;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Asseco Poland S.A.;8713,449111;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;BNP Paribas Bank Polska S.A.;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;BNP Paribas SA;46,45920037;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Banco Bilbao Vizcaya Argentaria S.A.;2957,862037;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Banco Comercial Portugues S.A.;106714,2255;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Banco Santander S.A.;11617,95006;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Bank Millennium S.A.;53285,32017;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Bank Pekao S.A.;7378,621769;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Bank of America Corp.;534,8245459;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Benefit Systems S.A.;451,3675538;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Berkshire Hathaway Inc.;0,042477544;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Broadcom Inc.;742,1712901;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Budimex S.A.;493,3731629;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;CCC S.A.;1643,521419;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;CD Projekt S.A.;6328,057304;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;CaixaBank SA;15753,53794;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Caterpillar Inc.;101,2854804;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Coca-Cola Company;39,16776083;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;CrowdStrike Holdings Inc.;176,798478;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Cyber_Folks S.A.;4020,821968;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;DataWalk S.A.;5741,295868;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Deutsche Post AG;2,026912917;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Diagnostyka S.A.;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Dino Polska S.A.;15838,99349;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Erste Group Bank AG;397,891475;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;GE Vernova Inc.;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;General Electric Co.;321,939441;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Grenergy Renovables S.A.;1423,675478;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Grupa Kęty S.A.;628,4558523;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Grupa Pracuj S.A.;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;ING Bank Śląski S.A.;2451,188672;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;ING Groep N.V.;794,3243891;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;InPost S.A.;1599,98791;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Intel Corp.;25,59158069;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;JP Morgan Chase & Co.;265,8049956;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;KGHM Polska Miedź S.A.;6729,260065;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Kruk S.A.;710,2953249;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;LPP S.A.;92,24417603;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;LVMH S.A.;23,09305504;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Linde Plc;9,521276723;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Lundin Mining Corp.;9859,021521;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Mercadolibre Inc.;4,701903033;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Meta Platforms Inc.;18,81330703;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Micron Technology Inc.;861,87918;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Microsoft Corp.;175,7437906;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Mirbud S.A.;8057,970696;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Münchener Rück AG;7,290057312;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Nektar Therapeutics;6716,562078;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Nvidia Corp.;2227,736878;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Oracle Corp.;342,4875677;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Orange Polska S.A.;33373,45455;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Orlen S.A.;12274,76504;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;PGE Polska Grupa Energetyczna S.A.;19476,21111;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;PKO Bank Polski S.A.;28093,47814;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;PKP Cargo S.A.;5393,711248;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Pepco Group N.V.;2636,838066;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;PepsiCo Inc.;1,549974618;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Powszechny Zakład Ubezpieczeń S.A.;23488,52761;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Procter & Gamble Co;25,11319153;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;RTX Corp.;373,819486;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Rainbow Tours S.A.;2876,827869;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Render Cube S.A.;164,7675;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Rheinmetall AG;89,94711378;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;SAP SE;66,84312458;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Santander Bank Polska S.A.;1547,542078;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Schneider Electric SE;145,8183424;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Selvita S.A.;6,661538462;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Shoper S.A.;7416,684242;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Siemens Energy AG;2108,221728;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Snowflake Inc.;261,8349572;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Synektik S.A.;3535,921977;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Torpol S.A.;9960,663229;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;UniCredit S.p.A.;1575,345828;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Vercom S.A.;685,1641944;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Vertiv Holdings Co.;754,8186138;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Visa Inc.;59,30010293;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Walmart Inc.;89,44022895;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Waste Management Inc.;57,3783275;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Wells Fargo & Co;816,1983043;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Western Digital Corp.;1145,84731;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Wheaton Precious Metals Corp.;539,7039961;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;XTB S.A.;13150,38049;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;Zabka Group SA;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q23;Nationale-Nederlanden;NN DFE Nasze Jutro 2065;mBank S.A.;1124,596766;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;AB S.A.;1668,081045;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;ASML Holding N.V.;2,996374059;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;AT&T Inc.;788,7114121;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Adobe Inc.;182,5445236;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Advanced Micro Devices Inc.;120,0428697;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Alior Bank S.A.;6691,688881;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Allegro.eu S.A.;16636,95495;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Alphabet Inc.;137,732881;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Amazon.com Inc.;288,6981301;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Apple Inc.;43,65195077;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Applied Materials Inc.;136,9083982;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Arcelormittal SA;495,4002284;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Asseco Poland S.A.;209,8956341;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Atal S.A.;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Axsome Therapeutics Inc.;361,1206804;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;BNP Paribas Bank Polska S.A.;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;BNP Paribas SA;20,97461395;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Banco Bilbao Vizcaya Argentaria S.A.;716,6639604;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Banco Santander S.A.;718,2434063;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Bank Millennium S.A.;28249,75056;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Bank Pekao S.A.;5201,192676;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Bank of America Corp.;1641,908611;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Benefit Systems S.A.;226,5311364;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Berkshire Hathaway Inc.;0,017170969;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Broadcom Inc.;383,9387456;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Budimex S.A.;626,6384269;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;CCC S.A.;5919,124157;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;CD Projekt S.A.;4575,530008;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Captor Therapeutics S.A.;490,8591017;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Coca-Cola Company;65,4779381;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Compremum S.A.;44217,5935;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;CrowdStrike Holdings Inc.;104,1694269;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Cyfrowy Polsat S.A.;5213,433522;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;DataWalk S.A.;2179,89894;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Deutsche Post AG;8,992845102;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Dino Polska S.A.;21641,3412;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Eaton Corporation Plc;47,62030887;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Grenergy Renovables S.A.;774,8144874;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Grupa Kęty S.A.;551,442652;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Grupa Pracuj S.A.;43067,81429;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;ING Bank Śląski S.A.;1312,302899;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;InPost S.A.;5555,274457;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Inter Cars S.A.;170,5317466;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Intra-Celluar Therapies Inc.;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;JP Morgan Chase & Co.;188,497057;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Janux Therapeutics Inc.;566,4832742;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;KGHM Polska Miedź S.A.;5152,215739;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Kruk S.A.;1092,027177;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;LPP S.A.;86,40427588;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;LVMH S.A.;1,997580523;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Linde Plc;157,74228;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Marvell Technology Inc.;518,8629548;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Mercadolibre Inc.;16,86552693;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Meta Platforms Inc.;134,9242156;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Microsoft Corporation;6,944628215;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Mirbud S.A.;17702,29545;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;MoonLake Immunotherapeutics AG;84,3276401;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Nvidia Corporation;643,8662835;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Orange Polska S.A.;24889,45018;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Orlen S.A.;9461,816949;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;PGE Polska Grupa Energetyczna S.A.;34487,49588;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;PKO Bank Polski S.A.;15168,52761;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;PKP Cargo S.A.;13947,86738;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Pepco Group N.V.;7669,553593;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;PepsiCo Inc.;4,960445216;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Powszechny Zakład Ubezpieczeń S.A.;21301,99498;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Procter & Gamble Co;30,75478134;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Rainbow Tours S.A.;2267,846177;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Render Cube S.A.;746,3393407;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;SAP SE;137,890175;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Salesforce Inc.;145,837202;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Santander Bank Polska S.A.;1351,763156;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Schneider Electric SE;177,7847603;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Scholar Rock Holding Corp.;773,8301294;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Selvita S.A.;52,01393939;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;SentinelOne Inc.;907,7621006;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;ServiceNow Inc.;282,7455957;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Shoper S.A.;5339,51738;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Tarsus Pharmaceuticals Inc.;633,9453753;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Tesla Inc.;77,38300309;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Text S.A.;1147,519149;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Torpol S.A.;5238,464506;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Unimot S.A.;352,8480501;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Varonis Systems Inc.;364,096911;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Vercom S.A.;972,0734118;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Vertiv Holdings Co.;572,43581;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Vinci SA;269,6735069;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Visa Inc.;60,51747888;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Walmart Inc.;491,0844403;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Wells Fargo & Co;1182,571037;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;XTB S.A.;6878,932813;nationale_nederlanden_fixed_structure.csv
4Q24;Nationale-Nederlanden;NN DFE Nasze Jutro 2025;Yara International ASA;210,828521;nationale_nederlanden_fixed_structure.csv
