quarter;instytucja;fundusz;emitent;shares_no;source
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Deutsche Post AG;83,07755516;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Diagnostyka S.A.;18284,95749;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Dino Polska S.A.;230572,4106;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Erste Group Bank AG;2082,944041;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;GE Vernova Inc.;371,6500982;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;General Electric Co.;1484,596893;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Grenergy Renovables S.A.;8010,038031;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Grupa Kęty S.A.;6572,491637;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Grupa Pracuj S.A.;538423,0727;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;ING Bank Śląski S.A.;24588,41772;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;ING Groep N.V.;6545,236122;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;InPost S.A.;28110,25623;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Intel Corp.;477,8358256;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;JP Morgan Chase & Co.;1932,380165;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;KGHM Polska Miedź S.A.;37399,15139;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Kruk S.A.;8721,650395;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;LPP S.A.;907,0319414;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;LVMH S.A.;373,6414255;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Linde Plc;123,2155278;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Lundin Mining Corp.;54154,08456;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Mercadolibre Inc.;52,09111918;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Meta Platforms Inc.;148,259338;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Micron Technology Inc.;3604,304735;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Microsoft Corp.;1991,483545;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Mirbud S.A.;62928,42915;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Münchener Rück AG;59,0551191;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Nektar Therapeutics;20038,05103;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Nvidia Corp.;8273,472151;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Oracle Corp.;2631,603249;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Orange Polska S.A.;337920,0736;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Orlen S.A.;105320,6109;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;PGE Polska Grupa Energetyczna S.A.;245870,9166;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;PKO Bank Polski S.A.;209809,4166;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;PKP Cargo S.A.;80797,08509;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Pepco Group N.V.;29038,44267;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;PepsiCo Inc.;37,0648339;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Powszechny Zakład Ubezpieczeń S.A.;214236,6576;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Procter & Gamble Co;462,8095438;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;RTX Corp.;2368,142405;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Rainbow Tours S.A.;15509,32569;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Render Cube S.A.;6360,66517;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Rheinmetall AG;215,2008479;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;SAP SE;654,6109561;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Santander Bank Polska S.A.;17782,98139;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Schneider Electric SE;1491,560558;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Selvita S.A.;461,0615741;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Shoper S.A.;57001,36691;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Siemens Energy AG;2764,580204;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Snowflake Inc.;3476,080443;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Synektik S.A.;13456,57371;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Torpol S.A.;48081,06707;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;UniCredit S.p.A.;7320,845281;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Vercom S.A.;5210,877202;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Vertiv Holdings Co.;3261,705443;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Visa Inc.;636,1127016;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Walmart Inc.;757,3247357;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Waste Management Inc.;724,2669059;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Wells Fargo & Co;5937,385826;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Western Digital Corp.;3833,706009;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Wheaton Precious Metals Corp.;3184,335644;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;XTB S.A.;87180,46784;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;Zabka Group SA;206295,2978;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2035;mBank S.A.;7093,023618;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;ASML Holding N.V.;1304,238965;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Advanced Micro Devices Inc.;3276,731728;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Agnico Eagle Mines Ltd;3227,226585;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Alior Bank S.A.;130771,6776;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Allegro.eu S.A.;418482,2418;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Allianz SE;1525,423681;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Alphabet Inc.;8834,938621;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Amazon.com Inc.;4792,382948;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Apple Inc.;303,5309373;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Applied Materials Inc.;118,2067681;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Asseco Poland S.A.;53384,43538;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;BNP Paribas Bank Polska S.A.;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;BNP Paribas SA;367,63111;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Banco Bilbao Vizcaya Argentaria S.A.;24231,58053;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Banco Comercial Portugues S.A.;652575,2686;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Banco Santander S.A.;86822,71736;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Bank Millennium S.A.;513264,745;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Bank Pekao S.A.;104875,5117;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Bank of America Corp.;6927,11707;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Benefit Systems S.A.;4798,403077;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Berkshire Hathaway Inc.;0,645757557;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Broadcom Inc.;5069,868313;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Budimex S.A.;9244,680872;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;CCC S.A.;16145,90259;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;CD Projekt S.A.;57103,95996;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;CaixaBank SA;112245,247;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Caterpillar Inc.;1104,932775;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Coca-Cola Company;818,4316256;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Compremum S.A.;420892,1379;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;CrowdStrike Holdings Inc.;2134,734125;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Cyber_Folks S.A.;32469,30743;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;DataWalk S.A.;53607,66489;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Deutsche Post AG;117,1092893;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Diagnostyka S.A.;27289,84374;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Dino Polska S.A.;343391,5115;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Erste Group Bank AG;3107,900619;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;GE Vernova Inc.;561,9830349;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;General Electric Co.;2247,932131;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Grenergy Renovables S.A.;11949,0565;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Grupa Kęty S.A.;9805,474187;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Grupa Pracuj S.A.;815260,4636;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;ING Bank Śląski S.A.;36683,26638;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;ING Groep N.V.;9766,766447;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;InPost S.A.;41416,09839;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Intel Corp.;723,2651752;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;JP Morgan Chase & Co.;2930,125442;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;KGHM Polska Miedź S.A.;55794,14772;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Kruk S.A.;13011,31538;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;LPP S.A.;1365,531604;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;LVMH S.A.;549,9440804;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Linde Plc;187,3276753;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Lundin Mining Corp.;81048,9565;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Mercadolibre Inc.;75,13142141;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Meta Platforms Inc.;217,3802459;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Micron Technology Inc.;5458,548213;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Microsoft Corp.;2971,197286;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Mirbud S.A.;92491,48718;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Münchener Rück AG;90,08407313;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Nektar Therapeutics;29894,29172;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Nvidia Corp.;12527,91412;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Oracle Corp.;3923,863722;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Orange Polska S.A.;512095,423;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Orlen S.A.;159682,6044;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;PGE Polska Grupa Energetyczna S.A.;372333,9789;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;PKO Bank Polski S.A.;318242,5349;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;PKP Cargo S.A.;115810,0821;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Pepco Group N.V.;44005,46433;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;PepsiCo Inc.;54,09462716;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Powszechny Zakład Ubezpieczeń S.A.;322665,5803;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Procter & Gamble Co;682,1933146;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;RTX Corp.;3589,278438;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Rainbow Tours S.A.;23138,02206;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Render Cube S.A.;9062,532403;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Rheinmetall AG;325,3036078;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;SAP SE;975,9108208;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Santander Bank Polska S.A.;26542,89828;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Schneider Electric SE;2259,879497;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Selvita S.A.;551,269213;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Shoper S.A.;85429,7355;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Siemens Energy AG;4186,907669;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Snowflake Inc.;5186,071587;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Synektik S.A.;20075,33843;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Torpol S.A.;72913,74357;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;UniCredit S.p.A.;10921,3266;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Vercom S.A.;7901,796754;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Vertiv Holdings Co.;4868,516119;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Visa Inc.;937,6401419;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Walmart Inc.;1115,952046;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Waste Management Inc.;1066,866179;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Wells Fargo & Co;9004,751285;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Western Digital Corp.;5723,010833;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Wheaton Precious Metals Corp.;4834,765794;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;XTB S.A.;132178,9055;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;Zabka Group SA;309358,9476;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2040;mBank S.A.;10871,36304;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;ASML Holding N.V.;1399,402339;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Advanced Micro Devices Inc.;3532,178565;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Agnico Eagle Mines Ltd;3453,575053;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Alior Bank S.A.;140321,7902;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Allegro.eu S.A.;450860,4919;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Allianz SE;1636,527378;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Alphabet Inc.;9468,659918;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Amazon.com Inc.;5141,994487;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Apple Inc.;327,5729887;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Applied Materials Inc.;127,2225423;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Asseco Poland S.A.;57634,4042;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;BNP Paribas Bank Polska S.A.;#VALUE!;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;BNP Paribas SA;336,577795;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Banco Bilbao Vizcaya Argentaria S.A.;26107,02455;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Banco Comercial Portugues S.A.;703064,944;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Banco Santander S.A.;93237,96803;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Bank Millennium S.A.;554331,371;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Bank Pekao S.A.;113280,6317;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Bank of America Corp.;7463,054543;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Benefit Systems S.A.;5182,035561;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Berkshire Hathaway Inc.;0,691787791;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Broadcom Inc.;5462,555222;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Budimex S.A.;9971,04862;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;CCC S.A.;17406,57692;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;CD Projekt S.A.;61587,26232;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;CaixaBank SA;120930,0096;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Caterpillar Inc.;1190,081719;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Coca-Cola Company;875,5315148;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Compremum S.A.;428156,5;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;CrowdStrike Holdings Inc.;2289,003979;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Cyber_Folks S.A.;34830,89277;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;DataWalk S.A.;57664,47197;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Deutsche Post AG;122,113968;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Diagnostyka S.A.;29306,21766;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Dino Polska S.A.;367850,9705;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;Erste Group Bank AG;3335,112662;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;GE Vernova Inc.;605,0583826;nationale_nederlanden_fixed_structure.csv
4Q25;Nationale-Nederlanden;NN DFE Nasze Jutro 2045;General Electric Co.;2422,237031;nationale_nederlanden_fixed_structure.csv
