COMPANY;TICKER;Allianz Polska TFI S.A.;BNP Paribas TFI S.A.;ESALIENS TFI S.A.;Generali Investments TFI S.A.;Goldman Sachs TFI S.A.;Investors TFI S.A.;Millennium TFI S.A.;Nationale-Nederlanden;PFR TFI S.A.;PKO TFI S.A.;PZU TFI S.A.;Pekao TFI S.A.;Pocztylion;Santander TFI S.A.;UNIQA TFI S.A.;Vienna Life;TOTAL
MBANK S.A.;MBK PW Equity;0.017099805032964581;0.018426629474133673;0.05462714312421997;0.019628567247458908;0.00948840915173645;0.008487079383086003;0.024171726755689957;0.02327004729634863;0.022510504760554415;0.018738228498752316;0.023810944652710773;;0.01107657253753414;;0.003145356790152752;0.022766025809630284;0.27724704051497284
MO-BRUK S.A.;MBR PW Equity;;0.0027712287796867335;;;;;0.008046077257813412;;;0.0017971709954821471;0.0036982072917186093;0.002811241703016513;;0.0049296805139043426;0.002096320333498805;;0.02614992687512056
LVMH MOET HENNESSY LOUIS VUITTON SA;MC FP Equity;;;;0.006272946965343882;;0.00061491129625368936;;0.0029964868269196254;;;;;;;;;0.009884345088517197
MCI Capital ASI S.A.;MCI PW Equity;;;;;0.002676793670632051;;;;;;;;0.005083792443790555;;;;0.007760586114422605
MERCOR S.A.;MCR PW Equity;;0.001167546400537455;;;;;;;;;;;;;;;0.001167546400537455
Medicalgorithmics SA;MDG PW Equity;0.0023655184811963054;;0.018864018209128648;0.006645188190609027;;;;;;;;;;;;;0.02787472488093398
CCC S.A.;MDV PW Equity;0.01087012972556737;0.01316787515612116;0.033592042517494147;0.009710164145822434;0.00349987180790407;0.00370744800017682;0.012570210088562337;0.003893924224442179;0.01444179844244613;0.01252896672969685;0.011998067820330331;0.012994003000296916;0.005956035319564207;0.012011415433813037;;0.009066846702973147;0.17000879911521114
MERCADOLIBRE INC;MELI US Equity;;;;;;;;0.0010833727144758147;;;;;;0.0042680778100540157;;;0.00535145052452983
META PLATFORMS INC;META US Equity;;;0.0279034210222637;;;0.004988266078845312;;0.0010464053209886491;;;0.010665504436878794;0.005242000686116982;;0.013621258584266243;;;0.06346685612935968
MFO S.A.;MFO PW Equity;0.0007853964371330799;0.0009129126048275592;;;;;;;;;;;;0.006748291963990714;;;0.008446601005951353
Mangata Holding S.A.;MGT PW Equity;;;;;;;;;;;;;0.005653901933728638;;;;0.005653901933728638
BANK MILLENNIUM S.A.;MIL PW Equity;;0.020867168658434174;;0.0031516135074218005;0.008001849985122341;0.014970471815598947;;0.017239518788606518;0.0044114385395799277;0.019083860102187564;0.013375706151397297;0.0005213425381034976;0.01535178692996435;;0.0009587935927873963;0.013469190452366455;0.13140274106157026
MLP GROUP S.A.;MLG PW Equity;;0.0009686672088821144;;;0.0019671552474741483;0.0008556012277476202;;;;;;0.010214651052897736;;;0.00033835992371901595;;0.014344434660720635
MARTIN MARIETTA MATERIALS INC;MLM US Equity;;;;;;0.004961604209028994;;;;;;;;;;;0.004961604209028994
Monster Beverage Corp;MNST US Equity;;;;0.002713909557215608;;;;;;;;;;;;;0.002713909557215608
MOTOR OIL HELLAS CORINTH REFINERIES SA;MOH GA Equity;;;;;0.008017196663906857;;;;;;;;;;;;0.008017196663906857
MOL HUNGARIAN OIL & GAS PLC;MOL HB Equity;;;;;0.0006739911171926831;;;;;;;;;;;;0.0006739911171926831
PLN THE MOSAIC COMPANY;MOS US Equity;;;0.00001715608728825363;;;;;;;;;;;;;;0.00001715608728825363
MIRBUD S.A.;MRB PW Equity;0.0014218843191321348;0.004589907862873878;;0.012564922693098253;0.007564750347200921;0.003790422941197016;;0.002745110252240087;0.0008361608086250889;0.0020708027728891426;0.01407680508722525;0.00015705970090488346;;0.008608070526155129;0.002863711484748174;0.00001920513794386731;0.06130881393423383
MARVELL TECHNOLOGY INC;MRVL US Equity;;;;;;0.0007136227294775616;;;;;;;;0.006560009138897548;;;0.00727363186837511
MICROSOFT CORPORATION;MSFT US Equity;;;0.003493380357979009;;;0.005804299349497117;0.008610180088764935;0.010389497752636476;0.006606608674810771;;0.01445848236631532;0.007611824855407168;;0.011491688544972871;;;0.06846596199038367
MAGYAR TELEKOM TELECOMMUNICATIONS PLC;MTELEKOM HB Equity;;;;;0.005007555722041472;;;;;;;;;;;;0.005007555722041472
METLEN ENERGY & METALS PLC;MTLN LN Equity;;;;;0.002743331427891479;;;;;;;;;;;;0.002743331427891479
MICRON TECHNOLOGY INC.;MU US Equity;;;0.029995270080197627;;;0.0017070291756949044;;0.011286466290476511;;;;;;;;;0.04298876554636904
MURAPOL SA;MUR PW Equity;;;;;;;;;;;0.002881641723367258;;;0.007599711558786733;0.0017735952800825389;0.01118760192212954;0.023442550484366067
Münchener Rück AG;MUV2 GR Equity;;;;;;;;0.0004315354402347082;;;;;;;;;0.0004315354402347082
NEWMONT CORP;NEM US Equity;;;;;;0.0012387880625887991;;;0.0075352817465952;;;;;;;;0.008774069809184
CLOUDFLARE INC;NET US Equity;;;;;;0.0006076767224289497;;;;;;;;;;;0.0006076767224289497
NEUCA S.A.;NEU PW Equity;0.02093620365225679;0.0036659741035281657;0.0015566854487346807;0.007484877224917794;0.0007672099934139515;0.00764954409030318;0.008809908483464657;;;0.0049100398329309763;0.012618299477504644;0.0003665831720497118;;0.007251353972137593;0.007072069927591197;0.012204696697205362;0.09529344607603871
NIKE Inc;NKE US Equity;;;;0.006027281736532882;;;;;;;0.007661419908794704;;;0.0047612312213335733;;;0.01844993286666116
Nektar Therapeutics;NKTR US Equity;;;;;;;;0.009123419909595927;;;;;;;;;0.009123419909595927
PLN NOVO NORDISK A/S;NOVOB DC Equity;;;0.08391564558763111;;;;;;;;;;;0.006754295127246257;;;0.09066994071487738
SERVICENOW INC;NOW US Equity;;;;;;0.0012257932584780937;;;;;;;;;;;0.0012257932584780937
NVIDIA CORP;NVDA US Equity;;;0.02261717516525121;;;0.008019361390486026;0.010483848602765293;0.01692781947758109;;;0.01587699299310745;0.010981848794759346;;0.019289713554516985;;;0.1041967599784674
NATWEST GROUP PLC;NWG LN Equity;;;;;0.0045553871632601817;;;;;;;;;;;;0.0045553871632601817
NEWAG S.A.;NWG PW Equity;;0.007351492178193311;;;0.003231913158449016;;;;;0.000020405246587175954;0.011955162258076868;;;;;;0.022558972841306373
ORZEŁ BIAŁY S.A.;OBL PW Equity;;0.0015252972520670224;;;;;;;;;;;;;;;0.0015252972520670224
Onde S.A.;OND PW Equity;;;;;;;;;;;;;0.000781723363009006;;0.000007266288808761451;;0.0007889896518177675
On Holding AG;ONON US Equity;;;;;;;;;;;0.005275776131451331;;;;;;0.005275776131451331
ORANGE POLSKA S.A.;OPL PW Equity;;0.002268897263967606;0.0022164232715526522;0.0036680950170683363;0.006189805471157886;0.01051700272990482;0.006291541078642204;0.010522385485061216;;0.010933746991998763;;0.00033117607136359174;0.012406280623195023;;0.002887626662274705;0.00005136804206955134;0.06828434870825635
OPONEO.PL S.A.;OPN PW Equity;0.00794029635849026;0.0012425953215463813;;0.0022909288189942395;0.005195262275282011;0.0023458883411684164;;;;;;0.006037872571604869;0.013227373098738524;;0.0015546699277302728;;0.03983488671355498
ORACLE CORPORATION;ORCL US Equity;;;;;;0.00030164878516972367;;0.005529413053732012;;;;;;;;;0.005831061838901735
ONESPAWORLD HOLDINGS LTD;OSW US Equity;;;;;;0.000763427340319281;;;;;;;;;;;0.000763427340319281
OTP BANK NYRT.;OTP HB Equity;;;;;0.002131779842772585;;;;;;;;;;;;0.002131779842772585
PALFINGER AG;PAL AV Equity;;;;;;;;;;;;;;;0.00003385754471565105;;0.00003385754471565105
PALO ALTO NETWORKS, INC.;PANW US Equity;;;;;;0.00057440663797718776;;;;;;;;0.0049156228403977137;;;0.005490029478374902
PASSU SA;PAS PW Equity;;;;;;;;;;;;;;0.004038128954586325;;;0.004038128954586325
Poznańska Korporacja Budowlana Pekabex S.A.;PBX PW Equity;;0.0006040706241366675;;;;;0.003093228512953186;;;;;;0.0039892456287348904;0.002484515083757108;;;0.010171059849581852
PCF GROUP SA;PCF PW Equity;;;;;;;;;;0.0003435339549054103;;;;;;;0.0003435339549054103
PEPCO GROUP NV;PCO PW Equity;;0.006753594657838088;;0.007895923070161449;0.0136999426821846;0.0015765598501779432;0.008533276999627535;0.002662058473433163;0.007607063164731004;0.009163444456735531;0.005935431679992301;;;0.00016204663376153526;0.0017138372127187756;0.005242730521093576;0.07094590940245551
Bank Polska Kasa Opieki S.A.;PEO PW Equity;0.0582758947472578;0.06057972360557253;0.05593784493928424;0.06450158590470998;0.06677970965829613;0.07530506174691263;0.06751358879328485;0.0434472545858734;0.06245208436344343;0.061802447878414695;0.068788335870300195;0.05406867030172135;0.07181956002660087;0.05979940726786659;0.03733758537401486;0.0942363598464496;1.0026451149100032
POLENERGIA S.A.;PEP PW Equity;;;;;0.0002023662607059147;;;;;;;;;;0.0005437695044773113;;0.000746135765183226
PepsiCo Inc.;PEP US Equity;;;;;;;;0.00005602332118710514;;;;0.0014363384852410263;;;;;0.0014923618064281313
Pfizer Inc.;PFE US Equity;;;;;;;;;;;;0.011939747681624104;;;;;0.011939747681624104
Procter & Gamble Company;PG US Equity;;;;;;;;0.0007016155615101088;;;;0.005196535010672882;;;;;0.005898150572182992
PGE POLSKA GRUPA ENERGETYCZNA S.A.;PGE PW Equity;;0.008653065920583572;;0.003498726323130899;0.007489239741679244;0.005811332703867441;0.01128303242517097;0.006605495637204732;0.012693432926873849;0.013792473453602134;0.006154404433761846;0.005038865033473904;0.007483371061917126;0.003895003319858043;0.0025589917239016263;;0.0949574347050254
ORLEN S.A.;PKN PW Equity;0.07717179213348076;0.07194999255700283;0.05199878285772668;0.07711806868764191;0.06572591973469068;0.067066362450521;0.08324995080343806;0.03097640821371025;0.08982085975915393;0.08225103591259792;0.04931151348410804;0.03419167079588263;0.08768338637438179;0.05435654045256346;0.014372757774025806;0.08379360535503718;1.021038647345963
POWSZECHNA KASA OSZCZĘDNOŚCI BANK POLSKI S.A.;PKO PW Equity;0.10064531914627091;0.10248388198370668;0.05696461192501481;0.10501331358770186;0.09816269250467904;0.09397424537512302;0.10558581187264885;0.0547414981680346;0.10016541839578142;0.11657612565404373;0.08522695349919704;0.0920962052930467;0.10599692932124203;0.08812886809561045;0.17692551398209343;0.12592044035844893;1.6086078291626436
PKP CARGO SA;PKP PW Equity;;;;;;;;0.0031210192018119953;;0.0009982298216987158;;;;;;;0.004119249023510711
PLAYWAY S.A.;PLW PW Equity;0.003343714012916038;0.0013092655608152898;;0.003920782600191561;0.001067795157415606;;0.006255221032943942;;;0.00021471079912624456;;;;;;;0.01611148916340868
PORR AG;POS AV Equity;;;;;0.006199078652715644;;;;;;;;;;;;0.006199078652715644
Grupa Pracuj S.A.;PRA PW Equity;;;;;;;;0.0018107242503664014;;;;;;;;;0.0018107242503664014
POLTREG S.A.;PTG PW Equity;0.00020508574397541227;0.00052034487322719994;;;;;;;;;;;;;;;0.0007254306172026122
Publicis Groupe;PUB FP Equity;;;;;;;;;;;;0.012561015585235256;;;;;0.012561015585235256
PUMA SE.;PUM GR Equity;;;;;0.0024971680794298778;;;;;;;;;;;;0.0024971680794298778
QUANTA SERVICES INC;PWR US Equity;;;;;;0.005240768869234919;;;;;;;;;;;0.005240768869234919
Polimex-Mostostal SA;PXM PW Equity;0.0004650564397559704;;;;;;;;;;;;;;;;0.0004650564397559704
POWSZECHNY ZAKŁAD UBEZPIECZEŃ S.A.;PZU PW Equity;0.059472938601223015;0.048781966678455175;0.024461402911384047;0.05646517657577053;0.052043726238579815;0.05695541461231464;0.06188035758276262;0.0434676975381854;0.0601545499390786;0.06462913163941156;0.04709867982813788;0.034689761982926677;0.06253234399414239;0.03893380966024649;0.0883400198779042;0.08253066084025477;0.8824376385007778
QUERCUS TFI SA;QRS PW Equity;0.0031095225834268486;;;;;0.003512390317772384;;;;;;;;;;0.007510997268735151;0.014132910169934385
RAINBOW TOURS S.A.;RBW PW Equity;0.013061119715924072;0.005708395869474082;;0.008561724856134162;0.010838471210100686;0.006718707150580339;0.003478892452596774;0.007039291395611925;;0.003185147250271553;0.01077343940234784;0.0035757097875374966;;0.005701676529844386;0.00365810485767351;0.011565886120320787;0.0938665665984176
PLN READLY INTERNATIONAL AB;READ SS Equity;;;0;;;;;;;;;;;;;;0
Rheinmetall AG;RHM GR Equity;;;;;;0.006281292319580712;;0.004334255470666262;0.008964659656316321;;0.009324929853503351;;;;;;0.028905137300066643
ROCKET LAB CORP;RKLB US Equity;;;;;;0.000441072501596569;;;;;;;;0.00765618587145452;;;0.008097258373051088
Render Cube S.A.;RND PW Equity;;;;;;;;0.0014540055364820134;;;;;;;;;0.0014540055364820134
CONSTRUCTION PARTNERS INC;ROAD US Equity;;;;;;0.0039709278083853805;;;;;;;;;;;0.0039709278083853805
RTX Corp.;RTX US Equity;;;;;;;;0.0047722488180359685;;;;;;;;;0.0047722488180359685
RYVU THERAPEUTICS S.A.;RVU PW Equity;0.001737869715858232;0.00013190541600613984;0.0004937610157030012;;0.0006971130029193033;;0.001316499260216856;;;0.0010020647010826683;;;;;0.0031346642465340097;;0.00851387735832021
RAWLPLUG S.A.;RWL PW Equity;;0.0006318926969113181;;;;;;;;;;;;;;;0.0006318926969113181
SAAB AB;SAABB SS Equity;;;;;;0.0019628970088456818;;;;;;;;;;;0.0019628970088456818
SAFRAN SA;SAF FP Equity;;;;;;;;;0.011141620790201792;;;;;;;;0.011141620790201792
BANCO SANTANDER SA;SAN SM Equity;;;0.0048693804890126935;;;0.005635266661895874;;0.007406365517195295;;;;;;;;;0.017911012668103863
SAP SE;SAP GR Equity;;;;;;0.0013292695700517115;;0.0017238494946162863;;;0.010482154100652414;;;;;;0.013535273165320412
PLN K+S AG;SDF GR Equity;;;0.0004003820352153923;;;;;;;;;;;;;;0.0004003820352153923
SELENA FM S.A.;SEL PW Equity;;0.0013714941109216977;;;;;;;;;;;;;;;0.0013714941109216977
SHOPER S.A.;SHO PW Equity;0.008195903322406535;0.0011607527534460042;;0.009060458178471966;0.002627696414721816;0.007567597446627595;0.00954345852407611;0.009239839220766276;0.008710561787097169;;0.006326106303466916;0.009188297256639419;;0.013789306235293288;0.008365040714927617;;0.09377501815794071
SHOPIFY INC.;SHOP CN Equity;;;;;;0.0025880215486184144;;;;;;;;;;;0.0025880215486184144
SIEMENS AG;SIE GR Equity;;;;;;0.0041024934919956363;;;;;;;;;;;0.0041024934919956363
SNIEZKA SA;SKA PW Equity;;;;;;;;;;0.0012520619490775875;;;;;;;0.0012520619490775875
SKARBIEC HOLDING SA;SKH PW Equity;;;;;;;;;;;;;;;;0.007857726466323622;0.007857726466323622
SELVITA S.A.;SLV PW Equity;0.008833860080446805;0.0022041482842608193;0.00012203138464126349;0.0033869178402988714;0.0007940920504095711;0.0005365774222764675;0.0021139967492770548;0.000046177185119105416;;0.0008918921657261372;0.0028918777015859487;;;0.005689561928381625;0.003994977540617862;;0.03150611033304153
PLN SUPER MICRO COMPUTER INC;SMCI US Equity;;;0.005710069160785278;;;;;;;;;;;;;;0.005710069160785278
Samsung Electronics;SMSN LI Equity;;;;;;;;;;;;0.028366278512992253;;;;;0.028366278512992253
Snowflake Inc.;SNOW US Equity;;;;;;;;0.008224827307010885;;;;;;;;;0.008224827307010885
SYNEKTIK S.A.;SNT PW Equity;;0.0003514924342684545;0.0016021653028782284;;0.0018751666427993188;0.002994178030686381;;0.011430166376431632;0.0020401059753375922;0.0009165285473044796;;;;;;;0.021209803309706086
Santander Bank Polska S.A.;SPL PW Equity;0.034424762275714316;0.04000842891970507;0.045438279293712895;0.025188314299091945;0.031171935546950156;0.032749418889743414;0.032862837274936307;0.02917418925751988;0.03820111017803914;0.04432961878648062;0.027332995100653363;0.015527460430032851;0.035144101995939145;0.03717289934631191;0.014395572852818272;0.02759623204111879;0.5107181564887681
SAIPEM SPA;SPM IM Equity;;;;;;;;;;;;;;0.004913370550699057;;;0.004913370550699057
STMICROELECTRONICS NV;STMPA FP Equity;;;;;;;;;;;;;;0.006554141977760364;;;0.006554141977760364
STALPRODUKT S.A.;STP PW Equity;;;;;0.0001177193575251992;0.0002524173284562502;;;;;;;;;;;0.0003701366859814494
STALEXPORT AUTOSTRADY SA;STX PW Equity;;0.0000012729669203081603;;;;0.0000005060740218640041;;;;0.0007587417971876483;0.008458100751805188;;;;0.00164223593888076;0.0017259169566345467;0.012586774485450314
Schneider Electric SE;SU FP Equity;;;;;;;;0.004512973393159555;0.005578937856387922;;0.0049699493782389;;;;;;0.015061860627786379
SYMBOTIC INC;SYM US Equity;;;;;;0.0005309841515585475;;;;;;;;;;;0.0005309841515585475
TEN SQUARE GAMES SA;TEN PW Equity;;;;;0.0008701771480831753;;0.003907188024539526;;;0.0013913584622788672;;0.0043561335508934695;;;;0.000031250465689363037;0.0105561076514844
The TJX Companies, Inc.;TJX US Equity;;;;;;;;;;;0.00568222484522055;;;;;;0.00568222484522055
THYSSENKRUPP AG;TKA GR Equity;;;;;0.003228066815014257;;;;;;;;;;;;0.003228066815014257
TKMS AG& CO KGAA;TKMS GR Equity;;;;;0.0037438553273381914;;;;;;;;;;;;0.0037438553273381914
BANCA TRANSILVANIA SA;TLV RO Equity;;;;;0.002729444472852022;;;;;;;;;;;;0.002729444472852022
TALEX SA;TLX PW Equity;;;;;;;;;;0.0001737821589249934;;;;;;;0.0001737821589249934
TOYA S.A.;TOA PW Equity;;0.0008022412648924503;;;0.003640007726577234;0.0013592453431764034;;;;;;;;;;;0.005801494334646088
TORPOL SA;TOR PW Equity;;0.0044148805240604316;;;0.005154099208358947;;0.00262474144464641;0.008585271577285056;;0.008395781466265186;;;;0.002709653092908986;0.0019478032617772495;0.018103429115019096;0.05193565969032136
TAURON POLSKA ENERGIA S.A.;TPE PW Equity;0.019623084286521197;0.011560148154704488;;0.009755538616227025;0.01004900312721873;0.014112449006443306;0.01554172323096283;;0.01505633250611247;0.017362331193514207;0.010280161826683587;0.009472496634743336;0.014395121338389072;;0.004495044338132391;0.0001927367125831815;0.15189617097223582
TECNICAS REUNI DAS SA;TRE SM Equity;;;;;;;;;;;;;;;0.0009279453747277322;;0.0009279453747277322
PLN TOTALENERGIES SE;TTE FP Equity;;;0.0007964657973868532;;;;;;;;;;;;;;0.0007964657973868532
LIVECHAT SOFTWARE SA;TXT PW Equity;;;;;;;0.0009254122446428162;;;0.001613730252192192;;0.002708480006303171;0.007040809178920745;;;;0.012288431682058925
UBER TECHNOLOGIES INC;UBER US Equity;;;;;0.003246764962038386;0.0003663602856926149;;;;;;;;;;;0.003613125247731001
UniCredit S.p.A.;UCG IM Equity;;;;;;;;0.006567252315767175;;;;;;;;;0.006567252315767175
UNIBEP SA;UNI PW Equity;0.00533287664870942;0.0018659914694102456;;;;;;;;0.0019794676384509952;;;;;;;0.009178335756570661
UNIMOT S.A.;UNT PW Equity;;0.0006467659795456346;;;;;;;;;;;;;;;0.0006467659795456346
Urteste S.A.;URT PW Equity;0.0004557770146282142;;;;;;;;;;;;;;;;0.0004557770146282142
VISA INC.;V US Equity;;;;;;0.0018559973793204962;;0.002368585290377342;;;;;;;;;0.0042245826696978384
VIGO PHOTONICS S.A.;VGO PW Equity;;0.0010810115910553425;;0.0031248998327390565;0.0011879907799302433;0.002670268122785209;0.0042447939461726447;;;;;;;;;;0.012308964272682497
VIENNA INSURANCE GROUP AG;VIG AV Equity;;;;;0.007178673015978648;;;;;;;;;;;;0.007178673015978648
VULCAN MATERIALS CO;VMC US Equity;;;;;;0.004234544885651449;;;;;;;;;;;0.004234544885651449
Vonovia SE;VNA GR Equity;;;;;;;;;;;;0.021093824604921387;;;;;0.021093824604921387
VOTUM S.A.;VOT PW Equity;;0.0011365803015278846;;;0.0011169360263441235;;;;;;;;;;;;0.002253516327872008
VOXEL S.A.;VOX PW Equity;0.006976252958044556;0.00332221825481065;;;0.005621943280128865;;;;;0.00029173859259841953;0.007021580024106564;0.00354151080910588;;;;0.016986461143168918;0.043761705061963845
VERCOM S.A;VRC PW Equity;0.013185481048481658;0.005070646177674404;;0.0033618601751690247;0.011258316901690024;0.004063343538897102;;0.0020644343058471962;0.012722508282324814;0.0018945919178977133;0.008935516960355627;0.0002129643852222599;;0.005524790862727863;0.009873279408976426;0.00053995724809684925;0.07870769121336096
VRG S.A.;VRG PW Equity;0.005904228145208705;0.0010006994569765454;;;;;0.0006422457639971006;;;0.000008523239041488971;;;0.009324246579622522;0.007427446305756821;;;0.02430738949060318
Vertiv Holdings Co.;VRT US Equity;;;;;;;;0.005703270145653132;;;;;;;;;0.005703270145653132
SFIO N/D PLN VANGUARD FUNDS PLC SUB-FUND VANGUARD S&P 500 UCITS ETF;VUSA LN Equity;;;;;;;;;;;;;;;0.20491198089108764;;0.20491198089108764
Vestas Wind Systems A/S;VWS DC Equity;;;;;;;;;;;;0.0032621851103746;;;;;0.0032621851103746
WABTEC CORP;WAB US Equity;;;;;;0.002763666832448365;;;;;;;;;;;0.002763666832448365
WASTE CONNECTIONS INC;WCN CN Equity;;;;;;0.0023089805536661523;;;;;;;;;;;0.0023089805536661523
Western Digital Corp.;WDC US Equity;;;;;;;;0.007127556886642316;;;;;;;;;0.007127556886642316
WELLS FARGO & CO;WFC US Equity;;;;;;0.0019538045768832868;;0.006093785633891746;;;;;;;;;0.008047590210775033
Wizz Air Holdings Plc;WIZZ LN Equity;;;;;;;;;;;;0.005010053121841533;;0.006525203472865602;;;0.011535256594707135
Wielton S.A.;WLT PW Equity;;0.0005866311120339399;;;;;0.001355049684488591;;;;;0.0010580752023195995;;;;;0.002999755998842131
WASTE MANAGEMENT INC;WM US Equity;;;;;;0.001560521507927914;;0.0016861512608246312;;;;;;;;;0.0032466727687525454
WALMART INC;WMT US Equity;;;;;;0.0017949856752840612;;0.0008931868622473829;;;;;;;;;0.002688172537531444
WIRTUALNA POLSKA HOLDING S.A.;WPL PW Equity;0.004925958098700083;0.003029984114501218;0.008530574847901649;0.0047260250518902897;;0.0021263085504499615;0.005244088773944849;;0.0016487921537648498;0.002878421404369871;;0.002719776872962062;0.009099312016206222;0.004707032340916053;0.0003307386536125464;0.000001573214403768888;0.04996858609362342
Wheaton Precious Metals Corp.;WPM CN Equity;;;;;;;;0.004093038937211148;;;;;;;;;0.004093038937211148
WITTCHEN SA;WTN PW Equity;;0.0005621642837091345;;;;;;;;;;;;;0.0014009510752416326;0.0011233765527323492;0.0030864919116831163
Essential Utilities, Inc.;WTRG US Equity;;;;;;;;;;;;0.01169412365644296;;;;;0.01169412365644296
XTRACKERS DAX UCITS ETF;XDAX GR Equity;;;;;;;;;;;;;;;0.013016655190287536;;0.013016655190287536
PLN EXXON MOBIL CORP;XOM US Equity;;;0.002179281240012724;;;;;;;;;;;;;;0.002179281240012724
XTB S.A.;XTB PW Equity;0.010897027395125929;0.01838035238943726;0.03819467172152292;0.015219880962482297;0.005866088015283911;0.01790548515072704;0.02182460807424665;0.019160795812656368;0.008557658199695561;0.009430267027158901;0.017528968570617982;0.028852346226368444;;0.02211501153853458;0.026799618236175142;0.03050776049977514;0.2912405398198081
Xylem Inc.;XYL US Equity;;;;;;;;;;;;0.001698096827248454;;;;;0.001698096827248454
PLN YARA INTERNATIONAL ASA;YAR NO Equity;;;0.0004936158209536826;;;;;;;;;;;;;;0.0004936158209536826
ZABKA GROUP SA;ZAB PW Equity;0.0031730870714481196;0.021680897787480395;0.04404142077877137;0.019361939424659163;0.005797431924678407;0.02704910563976368;0.0133905227244993;0.014263900734894257;0.017948798571264;0.022383343395535173;0.015813872477996034;0.03848799056050382;0.01933732338684652;;0.0020799382292421073;0.000017805573235407347;0.26482737828081774
Zalando SE;ZAL GR Equity;;;;0.005138020259694857;;;;;;;;;;;;;0.005138020259694857
GRUPA AZOTY ZAKŁADY AZOTOWE PUŁAWY S.A.;ZAP PW Equity;;0.0005184652825646214;;;;;;;;;;;;;;;0.0005184652825646214
ZESPÓŁ ELEKTROWNI PĄTNÓW-ADAMÓW-KONIN S.A.;ZEP PW Equity;;0.0003850327552724258;;;;;;;;;;;;;;;0.0003850327552724258
Zoetis Inc.;ZTS US Equity;;;;;;;;;;;;0.006937362116835399;;;;;0.006937362116835399
ZUE S.A.;ZUE PW Equity;;0.0007981798942419432;;;;;;;;;;;;;;;0.0007981798942419432
